head,tail,relation
注射用吲哚菁绿,药物中毒,cure
吲哚美辛控释胶囊,风湿性关节炎,cure
吲哚美辛乳膏,挫伤,cure
吲哚美辛乳膏,镇痛,cure
吲哚美辛控释胶囊,风湿性关节炎,cure
吲哚美辛栓,风湿,cure
吲哚美辛片,手术,cure
吲哚美辛片,创伤,cure
吲哚美辛乳膏,风湿性关节炎,cure
吲哚美辛栓,风湿性关节炎,cure
吲哚美辛胶囊,关节炎,cure
吲哚美辛片,软组织损伤,cure
吲哚美辛胶囊,手术后痛,cure
吲哚美辛栓,痛风,cure
吲哚美辛控释片,类风湿性关节炎,cure
吲哚美辛片,偏头痛,cure
吲哚美辛控释胶囊,风湿,cure
吲哚美辛控释胶囊,肿瘤,cure
吲哚美辛乳膏,增生性关节炎,cure
吲哚美辛片,创伤,cure
吲哚美辛栓,骨关节炎,cure
吲哚美辛片,创伤,cure
吲哚美辛片,偏头痛,cure
吲哚美辛栓,类风湿性关节炎,cure
吲哚美辛乳膏,挫伤,cure
吲哚美辛乳膏,镇痛,cure
吲哚美辛胶囊,手术后痛,cure
吲哚美辛胶囊,关节炎,cure
吲哚美辛胶囊,软组织损伤,cure
吲哚美辛胶囊,手术后痛,cure
吲哚美辛胶囊,痛经,cure
吲哚美辛胶囊,组织损伤,cure
吲哚美辛胶囊,关节炎,cure
吲哚美辛片,软组织损伤,cure
吲哚美辛搽剂,扭伤,cure
吲哚美辛搽剂,疼痛,cure
吲哚美辛搽剂,扭伤,cure
吲哚美辛控释胶囊,恶性肿瘤,cure
吲哚美辛控释胶囊,痛经,cure
吲哚美辛肠溶片,组织损伤,cure
吲哚美辛肠溶片,关节炎,cure
吲哚美辛肠溶片,软组织损伤,cure
吲哚美辛肠溶片,手术后痛,cure
吲哚美辛肠溶片,痛经,cure
吲哚美辛肠溶片,组织损伤,cure
吲哚美辛肠溶片,关节炎,cure
吲哚美辛肠溶片,软组织损伤,cure
吲哚美辛三七冰片栓,止血,cure
荧光素钠注射液,结核性脑膜炎,cure
硬脂酸红霉素片,急性扁桃体炎,cure
硬脂酸红霉素片,心脏瓣膜置换术后,cure
硬脂酸红霉素颗粒,肠炎,cure
硬脂酸红霉素颗粒,伤风,cure
硬脂酸红霉素颗粒,支原体肺炎,cure
硬脂酸红霉素胶囊,结膜炎,cure
硬脂酸红霉素胶囊,猩红热,cure
硬脂酸红霉素片,风湿,cure
硬脂酸红霉素片,炭疽,cure
硬脂酸红霉素胶囊,百日咳,cure
硬脂酸红霉素胶囊,破伤风,cure
硬脂酸红霉素胶囊,厌氧菌所致口腔感染,cure
硬脂酸红霉素片,过敏,cure
硬脂酸红霉素片,心内膜炎,cure
硬脂酸红霉素片,扁桃体炎,cure
硬脂酸红霉素片,沙眼衣原体结膜炎,cure
硬脂酸红霉素片,感染性心内膜炎,cure
硬脂酸红霉素片,急性咽炎,cure
硬脂酸红霉素片,心脏病,cure
硬脂酸红霉素片,肺炎,cure
硬脂酸红霉素片,生殖系感染,cure
硬脂酸红霉素片,白喉,cure
硬脂酸红霉素片,内膜炎,cure
硬脂酸红霉素片,咽炎,cure
硬脂酸红霉素片,风湿热,cure
硬脂酸红霉素片,先天性心脏病,cure
硬脂酸红霉素胶囊,鼻窦炎,cure
硬脂酸红霉素胶囊,沙眼,cure
硬脂酸红霉素胶囊,风湿热复发,cure
硬脂酸红霉素片,急性扁桃体炎,cure
硬脂酸红霉素片,心脏瓣膜置换术后,cure
硬脂酸红霉素片,肠炎,cure
硬脂酸红霉素片,伤风,cure
硬脂酸红霉素片,支原体肺炎,cure
硬脂酸红霉素胶囊,结膜炎,cure
硬脂酸红霉素胶囊,猩红热,cure
硬脂酸红霉素颗粒,风湿,cure
硬脂酸红霉素颗粒,炭疽,cure
吸入用七氟烷,手术,cure
右美沙芬缓释混悬液,干咳,cure
右旋布洛芬栓,呼吸道感染,cure
右旋糖酐20葡萄糖注射液,失血,cure
右旋糖酐20葡萄糖注射液,静脉血栓,cure
右旋糖酐20葡萄糖注射液,术后血栓形成,cure
右旋糖酐20葡萄糖注射液,心绞痛,cure
右旋糖酐20葡萄糖注射液,失血,cure
右旋糖酐20葡萄糖注射液,静脉血栓,cure
右旋糖酐20葡萄糖注射液,术后血栓形成,cure
右旋糖酐40氯化钠注射液,心绞痛,cure
右旋糖酐40氯化钠注射液,失血,cure
右旋糖酐40氯化钠注射液,静脉血栓,cure
右旋糖酐40氯化钠注射液,术后血栓形成,cure
右旋糖酐40氯化钠注射液,心绞痛,cure
右旋糖酐40氯化钠注射液,失血,cure
右旋糖酐40氯化钠注射液,静脉血栓,cure
右旋糖酐40氯化钠注射液,术后血栓形成,cure
右旋糖酐40氯化钠注射液,心绞痛,cure
右旋糖酐40葡萄糖注射液,失血,cure
右旋糖酐40葡萄糖注射液,静脉血栓,cure
右旋糖酐40葡萄糖注射液,术后血栓形成,cure
右旋糖酐40葡萄糖注射液,心绞痛,cure
右旋糖酐40葡萄糖注射液,失血,cure
右旋糖酐40葡萄糖注射液,静脉血栓,cure
右旋糖酐40葡萄糖注射液,术后血栓形成,cure
右旋糖酐40葡萄糖注射液,心绞痛,cure
右旋糖酐40葡萄糖注射液,失血,cure
右旋糖酐40葡萄糖注射液,静脉血栓,cure
右旋糖酐40葡萄糖注射液,术后血栓形成,cure
右旋糖酐40葡萄糖注射液,心绞痛,cure
右旋糖酐70氯化钠注射液,烧伤,cure
右旋糖酐70氯化钠注射液,烧伤性休克,cure
右旋糖酐70氯化钠注射液,手术,cure
右旋糖酐70氯化钠注射液,手术中休克,cure
右旋糖酐70氯化钠注射液,休克,cure
右旋糖酐70氯化钠注射液,血栓性静脉炎,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,出血,cure
右旋糖酐70葡萄糖注射液,静脉血栓,cure
右旋糖酐70葡萄糖注射液,烧伤,cure
右旋糖酐铁片,失血,cure
右旋糖酐铁片,失血,cure
右旋糖酐铁片,营养不良,cure
右旋糖酐铁片,缺铁,cure
右旋糖酐铁注射液,缺铁,cure
右旋糖酐铁片,贫血,cure
右旋酮洛芬氨丁三醇片,关节痛,cure
右旋酮洛芬氨丁三醇片,牙痛,cure
鱼肝油乳,D缺乏症,cure
鱼肝油酸钠注射液,出血,cure
鱼肝油酸钠注射液,出血,cure
鱼石脂软膏,丹毒,cure
鱼石脂颠茄软膏,痔疮,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
鱼腥草素钠片,上呼吸道感染性疾病,cure
鱼腥草素钠片,慢性支气管炎,cure
鱼腥草素钠栓,宫颈炎,cure
鱼腥草素钠片,慢性支气管炎,cure
鱼腥草素钠栓,宫颈炎,cure
愈创甘油醚片,多痰,cure
愈创甘油醚片,多痰,cure
愈创维林那敏片,咳痰,cure
愈酚甲麻那敏糖浆,感冒,cure
愈酚喷托异丙嗪颗粒,流感,cure
愈酚喷托异丙嗪颗粒,流感,cure
愈酚喷托异丙嗪颗粒,流感,cure
愈酚维林片,感冒,cure
愈酚维林片,感冒,cure
愈酚伪麻片,流感,cure
远志酊,祛痰,cure
云芝多糖胶囊,肝炎,cure
孕三烯酮胶囊,早期妊娠,cure
藻酸双脂钠注射液,肾炎,cure
藻酸双酯钠片,脑栓塞,cure
藻酸双酯钠注射液,高脂蛋白血症,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠片,肾炎,cure
藻酸双酯钠注射液,脑栓塞,cure
藻酸双酯钠注射液,高血压,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,脑血栓,cure
藻酸双酯钠注射液,冠心病,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,肾炎,cure
藻酸双酯钠注射液,脑缺血,cure
藻酸双酯钠片,短暂性脑缺血发作,cure
藻酸双酯钠片,心血管疾病,cure
藻酸双酯钠片,脑血管病,cure
藻酸双酯钠注射液,高脂蛋白血症,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠片,缺血性脑血管病,cure
藻酸双酯钠注射液,慢性肾小球肾炎,cure
藻酸双酯钠注射液,出血,cure
藻酸双酯钠注射液,心绞痛,cure
藻酸双酯钠注射液,脑栓塞,cure
藻酸双酯钠片,高血压,cure
藻酸双酯钠片,出血,cure
藻酸双酯钠片,脑血栓,cure
藻酸双酯钠片,冠心病,cure
藻酸双酯钠片,出血,cure
藻酸双酯钠片,肾炎,cure
藻酸双酯钠片,脑缺血,cure
藻酸双酯钠片,短暂性脑缺血发作,cure
藻酸双酯钠片,心血管疾病,cure
樟脑软膏,冻疮,cure
樟脑薄荷柳酯乳膏,头昏,cure
樟脑薄荷柳酯乳膏,头昏,cure
樟脑苯酚溶液,龋齿,cure
樟脑水合氯醛酊,龋齿,cure
樟脑水合氯醛酊,龋齿,cure
樟脑醑,肌肉痛,cure
樟脑醑,纤维组织炎,cure
长春西汀注射液,动脉硬化症,cure
蔗糖铁注射液,缺铁,cure
正红花油,感冒,cure
至灵胶囊,支气管哮喘,cure
制霉素片,念珠菌感染,cure
中性胰岛素注射液,呕吐,cure
中性胰岛素注射液,中毒,cure
重酒石酸去甲肾上腺素注射液,嗜铬细胞瘤,cure
重酒石酸去甲肾上腺素注射液,心肌梗死,cure
重酒石酸去甲肾上腺素注射液,血容量不足,cure
重酒石酸去甲肾上腺素注射液,嗜铬细胞瘤,cure
重酒石酸去甲肾上腺素注射液,心肌梗死,cure
重酒石酸去甲肾上腺素注射液,血容量不足,cure
重酒石酸长春瑞滨注射液,晚期卵巢癌,cure
注射用转化糖,糖尿病,cure
注射用转移因子,肺癌,cure
转移因子注射液,白色念珠菌感染,cure
转移因子注射液,乙型脑炎,cure
注射用转移因子,乳腺癌,cure
注射用转移因子,肺癌,cure
转移因子注射液,白色念珠菌感染,cure
转移因子注射液,乙型脑炎,cure
转移因子注射液,乳腺癌,cure
注射用转移因子,肺癌,cure
注射用转移因子,白色念珠菌感染,cure
注射用转移因子,乙型脑炎,cure
转移因子注射液,乳腺癌,cure
转移因子注射液,肺癌,cure
转移因子注射液,白色念珠菌感染,cure
转移因子注射液,乙型脑炎,cure
转移因子注射液,乳腺癌,cure
转移因子注射液,肺癌,cure
转移因子口服液,癌症,cure
转移因子口服液,呼吸道感染,cure
转移因子口服液,哮喘,cure
转移因子注射液,脑炎,cure
注射用转移因子,带状疱疹,cure
注射用转移因子,粘膜真菌病,cure
注射用转移因子,心肌炎,cure
转移因子胶囊,恶性肿瘤,cure
转移因子胶囊,类风湿性关节炎,cure
转移因子胶囊,支气管炎,cure
转移因子胶囊,风湿性关节炎,cure
转移因子胶囊,流行性腮腺炎,cure
转移因子胶囊,紫癜,cure
注射用转移因子,心肌炎,cure
转移因子胶囊,恶性肿瘤,cure
转移因子胶囊,类风湿性关节炎,cure
转移因子胶囊,支气管炎,cure
转移因子口服液,感冒,cure
转移因子口服液,腮腺炎,cure
注射用转移因子,带状疱疹,cure
注射用转移因子,粘膜真菌病,cure
注射用转移因子,心肌炎,cure
转移因子胶囊,恶性肿瘤,cure
转移因子胶囊,类风湿性关节炎,cure
转移因子胶囊,支气管炎,cure
转移因子胶囊,风湿性关节炎,cure
转移因子胶囊,流行性腮腺炎,cure
转移因子胶囊,紫癜,cure
转移因子胶囊,肝硬化,cure
转移因子胶囊,疱疹,cure
转移因子胶囊,鼻炎,cure
转移因子胶囊,关节炎,cure
转移因子胶囊,腮腺炎,cure
转移因子口服液,病毒性肝炎,cure
转移因子口服液,类风湿性关节炎,cure
转移因子口服液,荨麻疹,cure
棕榈氯霉素混悬液,败血症,cure
棕榈氯霉素片,厌氧菌感染,cure
棕榈氯霉素（B型）颗粒,腹腔感染,cure
棕榈氯霉素（B型）片,肠炎,cure
棕榈氯霉素（B型）片,Q热,cure
棕榈氯霉素（B型）颗粒,胃肠炎,cure
棕榈氯霉素（B型）颗粒,地方性斑疹伤寒,cure
棕榈氯霉素（B型）片,败血症,cure
棕榈氯霉素（B型）片,厌氧菌感染,cure
棕榈氯霉素（B型）片,腹腔感染,cure
棕榈氯霉素（B型）片,肠炎,cure
棕榈氯霉素（B型）片,Q热,cure
棕榈氯霉素（B型）片,胃肠炎,cure
棕榈氯霉素（B型）片,地方性斑疹伤寒,cure
棕榈氯霉素（B型）片,败血症,cure
左旋多巴片,帕金森病,cure
左旋多巴片,帕金森病,cure
左旋多巴片,帕金森病,cure
左旋多巴胶囊,帕金森病,cure
左氧氟沙星注射液,败血症,cure
左氧氟沙星注射液,急性前列腺炎,cure
左氧氟沙星注射液,皮肤软组织感染,cure
左氧氟沙星注射液,手术,cure
左氧氟沙星注射液,重度感染,cure
左氧氟沙星注射液,腹腔感染,cure
左氧氟沙星注射液,盆腔炎,cure
左氧氟沙星注射液,肾盂肾炎,cure
左氧氟沙星注射液,支气管扩张合并感染,cure
左氧氟沙星注射液,附件炎,cure
左氧氟沙星注射液,脓疱,cure
左氧氟沙星注射液,烧伤,cure
左氧氟沙星注射液,尿路感染,cure
佐匹克隆片,失眠症,cure
无极膏,麻疹,cure
可愈糖浆,喉炎,cure
鸡胆口服溶液,镇咳,cure
五维B颗粒,糙皮病,cure
五维B颗粒,厌食,cure
五维B颗粒,营养不良,cure
愈美片,感冒,cure
愈美胶囊,上呼吸道感染,cure
肠内营养混悬液（TPF）,头颈部癌肿,cure
愈美片,支气管炎,cure
肠内营养混悬液（TPF）,烧伤,cure
肠内营养混悬液（TPF）,艾滋病,cure
肠内营养混悬液（TPF）,厌食,cure
愈美片,急性支气管炎,cure
愈美片,支气管炎,cure
参皇乳膏,手足皲裂,cure
五维B颗粒,厌食,cure
五维B颗粒,厌食,cure
马来酸依那普利片,原发性高血压,cure
马来酸依那普利片,高血压,cure
马来酸依那普利片,原发性高血压,cure
阿莫西林/双氯西林钠胶囊,呼吸道感染,cure
阿莫西林/双氯西林钠胶囊,软组织感染,cure
阿莫西林克拉维酸钾分散片（2:1）,呼吸道感染,cure
注射用阿莫西林钠,皮肤软组织感染,cure
注射用阿莫西林钠,钩端螺旋体病,cure
注射用阿莫西林钠,支气管炎,cure
注射用阿莫西林钠,软组织感染,cure
注射用阿莫西林钠,急性支气管炎,cure
注射用阿莫西林钠,鼻窦炎,cure
注射用阿莫西林钠,生殖道感染,cure
注射用阿莫西林钠,皮肤软组织,cure
注射用阿莫西林钠,肺炎,cure
注射用阿莫西林钠,咽炎,cure
注射用阿莫西林钠,气管炎,cure
注射用阿莫西林钠,呼吸道感染,cure
注射用阿莫西林钠,中耳炎,cure
阿那曲唑片,晚期乳腺癌,cure
阿奇霉素颗粒剂,慢性支气管炎,cure
注射用阿奇霉素枸橼酸二氢钠,流感,cure
注射用阿奇霉素磷酸二氢钠,鼻窦炎,cure
注射用阿奇霉素磷酸二氢钠,皮肤软组织感染,cure
注射用阿曲库铵苯磺酸盐,肌肉松弛,cure
阿司匹林散,发热,cure
阿司匹林缓释片,风湿热,cure
阿司匹林缓释片,手术,cure
阿司匹林缓释片,镇痛,cure
阿司匹林缓释片,类风湿关节炎,cure
阿司匹林缓释片,心肌梗死,cure
阿司匹林分散片,骨关节炎,cure
阿司匹林分散片,痛风,cure
注射用阿糖腺苷,脑炎,cure
注射用阿魏酸钠,脑血管病,cure
注射用阿昔洛韦,带状疱疹,cure
注射用阿昔洛韦,带状疱疹,cure
注射用阿昔洛韦,带状疱疹,cure
注射用阿昔洛韦,带状疱疹,cure
注射用阿昔洛韦,带状疱疹,cure
阿昔莫司分散片,高胆固醇血症,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠,内膜炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠氯唑西林钠,骨髓炎,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织感染,cure
注射用氨苄西林钠舒巴坦钠,流感,cure
注射用氨苄西林钠舒巴坦钠,腹腔感染,cure
注射用氨苄西林钠舒巴坦钠,软组织感染,cure
注射用氨苄西林钠舒巴坦钠,淋病,cure
注射用氨苄西林钠舒巴坦钠,需氧菌与厌氧菌混合感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织感染,cure
注射用氨苄西林钠舒巴坦钠,流感,cure
注射用氨苄西林钠舒巴坦钠,腹腔感染,cure
注射用氨苄西林钠舒巴坦钠,软组织感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织,cure
注射用氨苄西林钠舒巴坦钠,淋病,cure
注射用氨苄西林钠舒巴坦钠,需氧菌与厌氧菌混合感染,cure
注射用氨苄西林钠舒巴坦钠,皮肤软组织感染,cure
小儿氨酚黄那敏片,感冒,cure
小儿氨酚黄那敏片,鼻塞,cure
小儿氨酚黄那敏片,感冒,cure
小儿氨酚黄那敏片,四肢酸痛,cure
小儿氨酚黄那敏片,鼻塞,cure
小儿氨酚黄那敏片,感冒,cure
小儿氨酚黄那敏片,四肢酸痛,cure
复方氨酚甲麻口服液,鼻塞,cure
复方氨酚甲麻口服液,咽喉痛,cure
氨酚氯雷伪麻缓释片,头痛,cure
氨酚氯雷伪麻缓释片,流鼻涕,cure
小儿氨酚匹林片,头痛,cure
小儿氨酚匹林片,肌肉痛,cure
小儿氨酚匹林片,肌肉痛,cure
小儿氨酚匹林片,肌肉痛,cure
小儿氨酚匹林片,流行性感冒,cure
小儿氨酚匹林片,头痛,cure
小儿氨酚匹林片,头痛,cure
小儿氨酚匹林咖啡因片,肌肉痛,cure
小儿氨酚匹林咖啡因片,流行性感冒,cure
小儿氨酚匹林咖啡因片,偏头痛,cure
小儿氨酚匹林咖啡因片,神经痛,cure
小儿氨酚匹林咖啡因片,疼痛,cure
小儿氨酚匹林咖啡因片,头痛,cure
小儿氨酚匹林咖啡因片,牙痛,cure
小儿氨酚匹林咖啡因片,中度疼痛,cure
氨酚曲麻片,感冒,cure
小儿复方氨酚烷胺片,流行性感冒,cure
小儿复方氨酚烷胺片,打喷嚏,cure
小儿复方氨酚烷胺片,四肢酸痛,cure
氨酚伪麻滴剂,感冒,cure
小儿复方氨基酸注射液（18AA-I）,严重创伤,cure
复方氨基乙磺酸滴眼液,结膜炎,cure
注射用氨甲环酸,外伤,cure
注射用氨甲环酸,止血,cure
注射用氨甲环酸,纤维蛋白溶解亢进,cure
注射用氨甲环酸,中枢动脉瘤破裂,cure
注射用氨甲环酸,血管神经性水肿,cure
注射用氨甲环酸,蛛网膜下腔出血,cure
注射用氨甲环酸,血友病患者拔牙,cure
氨咖甘片,神经痛,cure
小儿氨咖黄敏颗粒,鼻塞,cure
小儿氨咖黄敏颗粒,四肢酸痛,cure
注射用氨力农,血管扩张,cure
注射用氨曲南,烧伤,cure
注射用氨曲南,软组织感染,cure
注射用氨曲南,皮肤软组织感染,cure
注射用氨曲南,皮肤软组织,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,溃疡,cure
注射用氨曲南,呼吸道感染,cure
注射用氨曲南,败血症,cure
注射用氨曲南,尿路感染,cure
注射用氨曲南,尿路感染,cure
奥卡西平片,全面性强直-阵挛发作,cure
奥硝唑胶囊,痢疾,cure
注射用奥硝唑,败血症,cure
注射用奥硝唑,外科感染,cure
奥硝唑胶囊,伤口感染,cure
奥硝唑注射液,溃疡,cure
奥硝唑注射液,阴道炎,cure
奥硝唑注射液,伤口感染,cure
奥硝唑胶囊,内膜炎,cure
白芍总苷胶囊,类风湿关节炎,cure
注射用棓丙酯,脑供血不足,cure
注射用棓丙酯,高血压,cure
注射用棓丙酯,周围血管病,cure
